0,1,2,3,4,5,6,7,8
0.31264357461375614,0.0003342244943757167,0.07133288680509042,0.5955056179775281,1.0681818181818182e-17,0.004114409455923486,0.0277150109242641,0.5263157894736842,0.0182834227778048
0.04553848925724066,1.4922554306000555e-05,0.11530475552578699,0.1348314606741573,1.6454545454545456e-17,0.0007218262203374539,0.004915069368227551,0.10526315789473685,0.003869621847149937
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,4.545454545454545e-05,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,0.11818181818181818,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,0.035454545454545454,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
1.0,1.0,1.0,1.0,1.6818181818181818e-17,1.0,1.0,2.8212007594672446e-05,1.0
0.016936174046214135,3.075333803432318e-06,0.04795713328868051,0.05617977528089888,1.090909090909091e-17,0.00012631958855905442,0.0020965072936027646,0.10101010101010102,0.0017726759299793006
0.073735417323544,6.171875762262629e-05,0.2082049564634963,0.30337078651685395,5.409090909090909e-18,0.001154921952539926,0.009259290721341221,0.12820512820512822,0.007863547189389886
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,4.451532272727273e-13,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
0.08450069816674925,4.776161307233184e-05,0.1912257200267917,0.22471910112359553,3.4318181818181816e-17,0.016656140034286747,0.008912704426450651,0.12048192771084339,0.006917759726748491
0.0020719787396964104,1.128479595356866e-06,0.008137977227059612,0.011235955056179775,6.863636363636364e-18,0.00014436524406749075,0.0011094159341350125,0.1,0.0011025179564505409
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,1.0,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
0.015720012612044504,0.00013791140058612867,0.2952109845947756,0.3595505617977528,4.545454545454546e-19,0.008030316701254174,0.011768643454445988,0.19607843137254902,0.01174938253589939
0.01162109814873204,3.878581343827084e-06,0.05468854655056932,0.07865168539325844,1.3045454545454546e-17,9.022827754218173e-05,0.00214747586638079,0.10101010101010102,0.002005069420799758
0.13521913427323093,0.0003092106701224968,0.4021098459477561,0.4157303370786517,0.3090909090909091,0.006297933772444285,0.01973163347479944,1.0,0.01758624230534343
